"","CYA21V001","PERC_CYEA07V001","PERC_CYEA07V004","store_performance","TOT_NUM_LEADS","NUM_CONVERTED_TO_AGREEMENT","URBANICITY","NUM_EMP_PAY_TYPE_H","MARKETING_EXP_2012","AVG_PAY_RATE_PAY_TYPE_H","AVG_PAY_RATE_PAY_TYPE_S","FRONTAGE_ROAD","SQUARE_FEET","NUM_CUST_ACC_REPS","TOT_ATTRITION_2013","NUM_STORE_MANAGERS"
"536",288.24,0.5091013742,0.4649255342,"LOW",12529,359,"Rural",4,871.26,10.835,39000,"Yes",5250,8,0,3
"537",356.37,0.3916918755,0.5835133967,"HIGH",11399,398,"Rural",4,1040.66,10.4075,44000,"Yes",4500,5,0,3
"538",114.36,0.7102321582,0.2221266839,"LOW",10851,459,"Emerging suburban",4,784.99,10.2275,44000,"Yes",4200,5,2,1
"539",336.36,0.7678312764,0.1855843328,"HIGH",9677,336,"Rural",3,592.39,10.183333333,40000,"Yes",7104,9,5,3
"540",54.38,0.913002161,0.0060923221,"HIGH",14321,472,"Emerging suburban",4,1064.52,11.225,45000,"Yes",5003,15,2,3
"541",184.44,0.9001577287,0.0089761973,"HIGH",12245,499,"Emerging suburban",4,803.2,11.8025,43000,"Yes",4256,8,1,0
"542",43.97,0.8858572577,0.0601395281,"LOW",10383,336,"Emerging suburban",4,300.16,12.305,47000,"Yes",6150,10,3,0
"543",65.39,0.8193523284,0.0970092499,"LOW",8107,378,"Emerging suburban",4,1293.27,12.4525,50000,"Yes",4136,5,1,3
"544",89.93,0.8923755542,0.0072450519,"LOW",19047,910,"Emerging suburban",6,1344.5,13.816666667,0,"Yes",2400,6,1,2
"545",69.93,0.4803183992,0.1374367762,"LOW",12714,395,"Suburban",5,1835.96,13.276,0,"Yes",4000,4,2,3
"546",47.83,0.5999845348,0.127341417,"HIGH",18580,501,"Urban",5,407.29,12.71,60000,"No",4500,14,3,2
"547",39.76,0.7230375449,0.0949516821,"LOW",8378,232,"Urban",4,812.98,11.4475,40000,"No",4250,11,1,1
"548",51.5,0.8566533826,0.0386129471,"HIGH",9720,290,"Emerging suburban",3,1214.85,11.94,44000,"No",6217,12,4,1
"549",34.57,0.7655354472,0.0589398456,"LOW",14523,400,"Suburban",5,420.23,12.156,46000,"Yes",5000,6,0,1
"550",55.94,0.8792513018,0.0472080186,"LOW",8282,293,"Emerging suburban",3,782.44,12.443333333,42000,"No",5000,8,3,1
"551",76.18,0.9102001272,0.0488964244,"LOW",9272,341,"Emerging suburban",3,1092.95,10.753333333,39000,"Yes",4800,5,1,1
"552",66.91,0.7283947806,0.1743447271,"HIGH",13936,476,"Emerging suburban",3,726.5,11.093333333,46000,"Yes",4651,8,4,0
"553",125,0.6620563625,0.0574827739,"LOW",12200,284,"Suburban",6,1373.98,12.753333333,0,"Yes",3600,8,4,2
"554",384.73,0.874956053,0.007926446,"LOW",23502,880,"Emerging suburban",6,1285.84,12.216666667,60000,"Yes",4000,11,4,0
"555",90.84,0.9163126138,0.0381663037,"HIGH",7651,285,"Emerging suburban",3,960.89,12.68,44000,"Yes",4500,3,1,1
"556",81.49,0.9074693423,0.0377503556,"LOW",8575,373,"Emerging suburban",4,1105.2,11.96,45000,"Yes",4200,10,2,1
"557",68.21,0.5832027578,0.3623808032,"HIGH",9287,392,"Emerging suburban",4,587.69,10.1925,45000,"No",4000,6,0,0
"558",79.9,0.3733229102,0.5785368869,"LOW",9834,259,"Emerging suburban",4,516.21,10.89,43000,"No",4400,15,5,1
"559",64.65,0.3100417602,0.6470905008,"HIGH",11689,340,"Suburban",4,265.27,10.425,47000,"Yes",5160,9,3,3
"560",63.04,0.3082363678,0.6674842193,"HIGH",10306,313,"Emerging suburban",4,623.7,12.185,45000,"Yes",4200,4,3,1
"561",85.06,0.6668426441,0.2087412811,"HIGH",10682,425,"Emerging suburban",4,609.76,11.725,43000,"Yes",6500,4,0,1
"562",56.69,0.1239480997,0.8372216373,"LOW",11365,269,"Suburban",4,652.62,12.195,50000,"Yes",4500,7,1,2
"563",80.17,0.6488593994,0.2902016598,"LOW",11591,338,"Emerging suburban",4,460.36,11.815,50000,"Yes",5800,7,2,1
"564",49.59,0.427669284,0.4977659156,"LOW",12563,364,"Suburban",4,470,12.03,47000,"Yes",5000,4,1,1
"565",79.98,0.5268511981,0.3559026527,"LOW",10044,314,"Suburban",4,358.35,11.7825,42000,"Yes",4200,3,0,3
"566",73.56,0.3675588757,0.5927238618,"LOW",10916,311,"Suburban",4,515.19,11.9275,44000,"No",3600,5,4,1
"567",68.33,0.6823216385,0.2638914671,"HIGH",12201,390,"Emerging suburban",4,404.55,12.5225,47000,"No",4200,5,0,1
"568",82.74,0.3043084208,0.6537289422,"HIGH",12493,475,"Emerging suburban",5,1032.75,10.82,47000,"Yes",6600,11,1,0
"569",55.67,0.4026726689,0.5509189515,"HIGH",10186,322,"Suburban",4,296.06,12.13,41000,"Yes",8310,11,0,3
"570",106.98,0.2180039274,0.7657353498,"LOW",7561,282,"Emerging suburban",4,553.01,10.255,42000,"Yes",5281,4,2,1
"571",64.33,0.5268620446,0.4241966559,"LOW",13627,322,"Suburban",4,419.89,10.5625,45000,"Yes",5000,8,4,1
"572",116.53,0.7421290025,0.1884275868,"HIGH",14966,448,"Emerging suburban",4,944.66,11.0675,45000,"No",4500,8,3,2
"573",111.34,0.4554574738,0.5150606113,"LOW",12715,436,"Emerging suburban",4,615.37,11.29,43000,"Yes",4200,8,4,2
"574",90.34,0.8311510262,0.0118818176,"LOW",18086,812,"Emerging suburban",4,595.57,11.27,46000,"Yes",4200,5,0,2
"575",169.11,0.6766890087,0.0415941555,"LOW",19720,819,"Emerging suburban",4,744.44,12.0075,47000,"No",3500,6,1,1
"576",27.32,0.7267512615,0.0475437815,"LOW",13178,401,"Urban",4,1023.42,10.99,43000,"Yes",4969,7,2,2
"577",33.37,0.598181758,0.073192744,"LOW",14035,467,"Urban",5,2303.37,10.77,43000,"Yes",4052,12,5,2
"578",32.32,0.7243365139,0.0331167178,"HIGH",12915,276,"Urban",4,1249.11,10.73,42000,"No",4024,9,4,3
"579",40.42,0.671008923,0.0520559706,"LOW",17655,343,"Urban",4,1189.3,11.56,40000,"Yes",4680,5,4,2
"580",35.02,0.4297801582,0.1663466574,"HIGH",10078,339,"Suburban",3,1229.37,11.466666667,39000,"Yes",2700,8,8,4
"581",29.08,0.5095111793,0.0653799745,"LOW",17803,538,"Urban",4,2466.98,11.375,46000,"Yes",4576,11,2,1
"582",48.26,0.7748902055,0.0389148989,"HIGH",13604,418,"Urban",4,660.2,11.22,46000,"Yes",4200,18,6,1
"583",61.41,0.5327743156,0.077276402,"HIGH",10755,427,"Urban",3,716.12,10.833333333,41000,"No",4727,6,2,2
"584",35.36,0.4939628885,0.0575216158,"LOW",12540,370,"Urban",4,361.9,11.2775,43000,"Yes",3700,6,6,2
"585",26.65,0.6332759503,0.0718722375,"HIGH",11479,270,"Urban",3,1494.46,11.226666667,42000,"Yes",7803,7,7,4
"586",35.31,0.7776953955,0.0366897015,"LOW",12849,478,"Urban",4,1378.3,10.9825,44000,"Yes",3472,10,5,1
"587",42.15,0.732552332,0.049562982,"HIGH",9858,400,"Urban",3,2080.81,10.916666667,43000,"Yes",5000,5,0,2
"588",41.68,0.6753496403,0.0716374101,"LOW",14031,337,"Urban",3,1679.64,10.866666667,48000,"No",4500,18,6,2
"589",181.83,0.5874759361,0.0386234345,"HIGH",9051,171,"Suburban",2,1121.14,10.57,43000,"Yes",3460,11,1,3
"590",139.26,0.6865827182,0.0283977421,"HIGH",16104,506,"Emerging suburban",4,1813.05,10.71,57000,"Yes",4000,19,3,3
"591",57.84,0.5271748554,0.1509355149,"LOW",20304,426,"Suburban",6,1007.83,15.573333333,0,"Yes",4536,6,5,2
"592",27.93,0.4726306788,0.1058144199,"LOW",17347,531,"Urban",5,786.06,12.334,0,"Yes",4480,8,3,2
"593",44.23,0.8098260732,0.0200725133,"HIGH",17091,691,"Suburban",7,1257.85,12.501428571,0,"Yes",3648,5,0,2
"594",30.08,0.7951047607,0.0440571538,"LOW",15011,358,"Urban",5,1766.68,13.208,0,"Yes",4500,5,1,3
"595",19.92,0.5042295616,0.0071373852,"LOW",13761,422,"Superurban",5,447.91,12.914,0,"Yes",3600,7,2,2
"596",54.51,0.7460250199,0.0531613863,"HIGH",16563,430,"Urban",5,854.2,13.456,0,"No",4030,4,0,0
"597",19.97,0.3525220544,0.00735231,"LOW",11555,424,"Superurban",5,823.02,13.866,0,"Yes",3126,3,1,2
"598",70.28,0.6302696607,0.0244784238,"LOW",22866,701,"Suburban",5,1115.06,14.368,0,"Yes",7200,12,6,1
"599",41.95,0.4447798864,0.0816191817,"LOW",10540,230,"Urban",4,2147.05,12.65,0,"No",5000,6,2,4
"600",42.14,0.3920611464,0.0744464364,"LOW",11772,459,"Urban",5,1741.18,11.742,0,"Yes",3200,1,0,0
"601",102.43,0.6142356054,0.047308344,"LOW",22433,1090,"Emerging suburban",8,1476.23,13.54125,0,"Yes",6050,11,1,1
"602",41.1,0.3669692846,0.1232042879,"LOW",14044,420,"Urban",7,1174.37,13.761428571,0,"Unable to determine",5380,12,2,4
"603",10.6,0.4808300703,0.0258961403,"LOW",15596,501,"Superurban",5,748,13.618,0,"Yes",3300,5,2,2
"604",82.72,0.6413996415,0.0191936026,"LOW",11533,389,"Suburban",4,679.17,13.2075,0,"No",3000,6,1,3
"605",11.78,0.2222964964,0.4312029661,"LOW",17351,354,"Superurban",5,715.65,13.06,0,"Yes",4621,9,2,2
"606",21.89,0.2470580644,0.4461358863,"HIGH",11719,326,"Superurban",4,659.15,12.9625,0,"Yes",3960,9,4,1
"607",11.57,0.2016738291,0.4523033969,"HIGH",20399,367,"Superurban",5,795.69,14.832,0,"Yes",4123,6,4,1
"608",13.78,0.4290345194,0.0733578926,"HIGH",14408,396,"Superurban",5,1320.55,13.16,0,"Yes",2994,8,3,1
"609",141.31,0.5459695163,0.0572839408,"LOW",11821,392,"Emerging suburban",5,1175.9,12.258,0,"No",4000,6,4,4
"610",41.07,0.5611111599,0.0309133531,"LOW",24157,826,"Suburban",5,1317.23,12.768,0,"Yes",4050,4,0,0
"611",33.11,0.6998911746,0.0382173788,"HIGH",24449,776,"Urban",7,1584.66,13.735714286,0,"Yes",3010,6,1,2
"612",34.31,0.4641761059,0.0946171945,"LOW",16199,433,"Urban",5,921.91,13.266,0,"Yes",5030,5,2,4
"613",63.51,0.3085601005,0.0831295752,"HIGH",10507,312,"Urban",6,644.46,14.178333333,0,"Yes",5284,11,4,2
"614",33.91,0.4370655069,0.211496578,"LOW",10489,385,"Urban",5,985.08,13.484,0,"No",4320,6,2,3
"615",47.46,0.3252071076,0.2406696603,"HIGH",15726,519,"Urban",7,876.85,14.342857143,0,"No",4000,9,4,1
"616",91.16,0.6995728301,0.0423492779,"HIGH",21221,506,"Suburban",6,1304.72,14.118333333,0,"No",4104,4,0,1
"617",33.56,0.5171119333,0.0317913173,"HIGH",20642,663,"Urban",6,1679.41,17.053333333,0,"Yes",4424,7,0,0
"618",48.63,0.4833823833,0.0388484904,"LOW",17393,596,"Urban",5,1249.83,13.342,0,"Yes",4063,8,2,2
"619",25.5,0.5398971018,0.1363942348,"LOW",12112,428,"Urban",6,860.92,12.593333333,0,"Yes",2803,6,4,3
"620",81.08,0.8563440819,0.0115346944,"LOW",21003,967,"Emerging suburban",6,667.9,12.211666667,0,"No",5000,7,3,2
"621",10.78,0.557110495,0.0444323937,"HIGH",15619,566,"Superurban",5,1048.54,13.294,0,"Yes",3788,7,2,1
"622",23.32,0.29926862,0.1889130756,"HIGH",12702,372,"Urban",5,1691.5,13.116,0,"No",4793,5,3,4
"623",37.83,0.6507145452,0.1029429575,"LOW",13296,259,"Urban",5,2587.5,12.58,0,"Yes",4247,7,8,4
"624",87.04,0.4665768137,0.0190808183,"LOW",12692,492,"Suburban",6,3884.8,13.531666667,0,"Yes",3200,6,2,1
"625",13.19,0.349444482,0.184418479,"HIGH",14204,462,"Superurban",5,788.62,13.376,0,"Yes",5500,3,0,2
"626",48.76,0.5493923596,0.0385860277,"HIGH",12987,425,"Urban",4,341.96,13.875,0,"No",4500,2,0,2
"627",11.96,0.5477299803,0.0693204628,"LOW",16687,588,"Superurban",8,2124.93,14.27625,0,"No",4600,7,1,1
"628",12.97,0.5543149453,0.0444911209,"HIGH",12374,474,"Superurban",7,1032.87,16.324285714,0,"Yes",4534,4,0,1
"629",38.74,0.3099330059,0.029047492,"LOW",14456,583,"Urban",6,1309.17,13.655,0,"Yes",3600,8,3,1
"630",40.57,0.3590913595,0.1955398474,"LOW",13010,331,"Suburban",4,1229.68,14.605,0,"Yes",4576,7,3,5
"631",52.27,0.6648533553,0.026148774,"LOW",19586,619,"Suburban",6,1506.5,14.031666667,0,"Yes",4372,8,4,1
"632",59.31,0.3834057698,0.0949887638,"LOW",14929,528,"Urban",6,2354.15,12.835,0,"Yes",4500,8,5,2
"633",29.76,0.4662591744,0.1098242251,"HIGH",15521,452,"Urban",5,1773.18,12.388,0,"Yes",3020,8,2,2
"634",78.77,0.621695637,0.0197957044,"HIGH",14915,536,"Suburban",7,498,11.99,0,"Yes",3704,4,1,1
"635",40.72,0.3756919429,0.0961470302,"HIGH",18380,695,"Urban",6,919.38,14.178333333,0,"No",3800,3,0,1
"636",35.96,0.5735418816,0.1886640172,"LOW",14195,433,"Urban",4,771.79,11.4175,46000,"Yes",4208,5,4,2
"637",59.44,0.5073724362,0.2009678787,"LOW",19685,660,"Urban",5,685.71,12.144,53000,"No",5875,6,4,1
"638",36.34,0.5664603751,0.1766393754,"HIGH",17262,570,"Urban",5,305.66,13.414,49000,"Yes",4320,4,1,1
"639",37.45,0.5648785179,0.190210197,"HIGH",17746,624,"Urban",5,491.52,13.274,52000,"Yes",6500,4,0,1
"640",70.74,0.8393384443,0.0409659934,"LOW",15152,357,"Suburban",3,527.44,12.023333333,40000,"No",4050,8,2,3
"641",100.62,0.7661234613,0.076916979,"LOW",16181,617,"Suburban",5,1563.97,11.042,48000,"No",4643,11,2,2
"642",58.95,0.7162823727,0.0937637856,"HIGH",13293,330,"Urban",4,381.5,11.48,45000,"No",5000,9,2,3
"643",90.98,0.6547837968,0.0883903844,"HIGH",13199,451,"Suburban",4,864.45,11.7275,50000,"Yes",3977,9,1,1
"644",70.94,0.680115226,0.073521222,"LOW",15287,851,"Urban",5,749.55,12.45,48000,"Yes",4000,5,2,1
"645",44.07,0.7108906107,0.026156285,"HIGH",18212,543,"Urban",5,1136.71,11.15,53000,"Yes",8808,10,7,1
"646",52.88,0.801235057,0.0244914129,"HIGH",16591,579,"Urban",5,709.94,11.998,51000,"Yes",6020,8,7,3
"647",54.11,0.6976075167,0.0211431087,"LOW",16369,429,"Urban",4,684.76,11.35,49000,"No",5713,7,6,2
"648",66.35,0.7687903684,0.0167829277,"HIGH",19197,641,"Suburban",4,593.35,12.8825,50000,"Yes",4330,9,0,0
"649",57.76,0.7313832336,0.0248267612,"LOW",12434,383,"Urban",4,467.37,11.9975,45000,"Yes",4599,10,4,1
"650",52.17,0.7497416466,0.0255703649,"HIGH",16173,569,"Emerging suburban",4,581.44,11.035,44000,"Yes",4058,12,2,2
"651",131.3,0.7488814539,0.0246080139,"HIGH",14302,513,"Emerging suburban",4,454.05,10.625,44000,"Yes",5406,10,2,5
"652",67.35,0.7362185661,0.0323996858,"LOW",11404,431,"Urban",4,1255.41,12.34,49000,"Yes",4050,10,1,1
"653",60.35,0.8181635434,0.0911415872,"HIGH",5949,184,"Emerging suburban",3,853.69,11.85,47000,"Yes",4400,8,1,3
"654",76.67,0.4040688229,0.4368483237,"HIGH",6447,269,"Suburban",3,2475.48,11.943333333,48000,"Yes",6470,5,1,3
"655",55,0.5795879336,0.2342788047,"LOW",6832,235,"Urban",3,847.69,13.373333333,44000,"No",5300,5,3,1
"656",83.96,0.4683187115,0.3264452973,"LOW",10646,295,"Suburban",3,2409.24,12.896666667,48000,"Yes",4000,7,0,1
"657",54.87,0.5297504579,0.2983688187,"LOW",7671,236,"Suburban",4,1684.68,12.4575,45000,"Yes",4800,8,1,2
"658",62.81,0.4491355704,0.3051170965,"LOW",9687,336,"Urban",4,1106.09,12.9325,46000,"No",3750,12,4,4
"659",41.42,0.4774622741,0.2438122142,"HIGH",7511,320,"Urban",4,915.91,12.015,48000,"No",4300,7,1,1
"660",86.19,0.8272490564,0.0629563208,"HIGH",7970,293,"Suburban",4,608.77,12.6,48000,"Unable to determine",5000,9,3,3
"661",63.33,0.7637727994,0.0783483563,"HIGH",9239,317,"Suburban",3,742.48,11.97,48000,"No",3638,7,1,2
"662",65.25,0.580338827,0.2439085554,"HIGH",11204,410,"Urban",4,1615.41,12.4575,46000,"Yes",4300,6,1,1
"663",69.73,0.7394956915,0.0961592232,"HIGH",7138,221,"Emerging suburban",4,1545.13,12.635,51000,"No",3400,7,1,0
"664",58.56,0.7014464289,0.0952351726,"HIGH",16926,415,"Emerging suburban",5,1595.77,12.872,56000,"Yes",3300,8,3,0
"665",51.53,0.5762539197,0.2382857342,"LOW",7247,239,"Suburban",4,2156.18,12.6375,48000,"Yes",3720,15,3,2
"666",43.28,0.6907087275,0.1178792622,"HIGH",10206,281,"Suburban",3,880.67,11.766666667,52000,"Yes",3000,7,4,0
"667",81.3,0.9011686992,0.0225424982,"LOW",12150,295,"Emerging suburban",4,1921.99,11.6625,51000,"No",5600,10,4,0
"668",40.75,0.6289324229,0.1788471882,"LOW",5908,206,"Suburban",4,1547.11,13.94,0,"Yes",4000,10,4,3
"669",16.59,0.3671440678,0.504357374,"LOW",8447,301,"Superurban",4,489.44,11.9125,44000,"Yes",3000,13,5,2
"670",16.72,0.3732891153,0.4422088504,"LOW",8308,288,"Superurban",3,511.37,11.693333333,43000,"No",3000,8,2,2
"671",19.43,0.382128782,0.5163546028,"LOW",10245,300,"Superurban",4,211.17,12.0475,47000,"Yes",3100,9,3,2
"672",37.3,0.1687973411,0.7740721061,"HIGH",12524,302,"Urban",4,864.47,12.3275,47000,"Yes",3600,6,3,2
"673",49.76,0.5902209869,0.3384866305,"HIGH",9490,385,"Suburban",4,919.39,11.375,52000,"Yes",5600,20,4,1
"674",103.3,0.5751153719,0.3240990001,"LOW",7254,286,"Emerging suburban",5,947.42,11.054,60000,"Yes",3910,8,1,1
"675",92.11,0.5929277762,0.3094706654,"LOW",11913,529,"Emerging suburban",4,433.86,11.3125,49000,"Yes",4176,8,0,1
"676",90.45,0.6262693896,0.1594130119,"HIGH",9839,457,"Emerging suburban",4,446.36,10.7725,41000,"Yes",3200,8,7,3
"677",135.42,0.7450649516,0.1676324503,"HIGH",11084,420,"Emerging suburban",4,553.33,10.6875,47000,"Yes",4000,10,6,3
"678",144.37,0.7832142018,0.1259438236,"LOW",10234,356,"Emerging suburban",4,569.43,10.73,45000,"Yes",6000,11,6,4
"679",64.91,0.7049393848,0.169360246,"HIGH",6486,351,"Suburban",4,613.29,12.58,45000,"Yes",4000,5,2,2
"680",120.15,0.6689699257,0.237093632,"LOW",12024,406,"Emerging suburban",4,350.39,10.7925,49000,"Yes",4770,11,3,3
"681",50.56,0.5464707038,0.3534358009,"LOW",12871,419,"Suburban",4,671.38,13.985,47000,"Yes",6300,7,3,1
"682",45.74,0.5027080682,0.3819342203,"HIGH",9300,354,"Suburban",4,586.81,12.365,46000,"Yes",3887,5,2,2
"683",69.67,0.66309046,0.2022314843,"HIGH",10161,428,"Suburban",4,978.22,10.965,42000,"Yes",3600,7,2,3
"684",26.47,0.8075898467,0.1024210438,"HIGH",12164,516,"Emerging suburban",4,730.87,11.05,40000,"Yes",4200,8,1,1
"685",66.37,0.7213643811,0.1949381858,"HIGH",11252,347,"Emerging suburban",4,846.87,10.7925,42000,"Yes",4500,13,4,3
"686",35.29,0.6461421454,0.2886910767,"HIGH",9874,318,"Suburban",3,1044.3,11.9,43000,"Yes",3727,2,2,2
"687",57.04,0.7399662752,0.1297687101,"LOW",14240,456,"Suburban",4,853.88,10.6025,50500,"Yes",5550,14,5,2
"688",48.38,0.4670556575,0.4582306306,"HIGH",10174,368,"Urban",3,517.02,11.72,45000,"Yes",4050,4,2,3
"689",49.29,0.8682485742,0.0526273272,"HIGH",12596,392,"Suburban",4,493.74,11.2075,41000,"Yes",4021,9,5,3
"690",80.35,0.6165838963,0.2775088363,"LOW",13874,418,"Urban",4,674.44,13.385,52000,"Yes",4900,4,2,1
"691",61.33,0.7155972546,0.1990633829,"HIGH",12968,397,"Urban",4,841.19,11.825,45000,"Yes",3200,5,4,2
"692",91.63,0.8123019173,0.1052057812,"LOW",13276,470,"Emerging suburban",3,312.04,12.456666667,44000,"No",4175,1,0,1
"693",62.47,0.4969747094,0.4284829348,"LOW",7277,231,"Urban",3,1256.65,12.91,52000,"Yes",4350,4,0,3
"694",46.83,0.7308683681,0.1777352522,"HIGH",18676,489,"Suburban",4,256.8,11,60000,"Yes",4200,10,3,1
"695",80.58,0.6319898763,0.2284871783,"LOW",15251,485,"Emerging suburban",2,470.34,11.56,39000,"Yes",7200,1,0,2
"696",323.54,0.7537269826,0.1196230316,"HIGH",14377,435,"Emerging suburban",5,928.61,10.882,45000,"Yes",5880,6,2,3
"697",75.13,0.6309926711,0.2521162205,"LOW",10866,379,"Suburban",4,567.47,10.125,47000,"Yes",5483,10,6,1
"698",68.19,0.5609919671,0.3522245265,"LOW",12335,351,"Urban",4,401.83,13.5975,46000,"Yes",8000,3,1,2
"699",62.29,0.8738416354,0.0750958927,"LOW",14274,503,"Urban",4,1001.36,12.63,44000,"Yes",3600,6,0,2
"700",26.28,0.6702586207,0.2720761281,"HIGH",17927,479,"Superurban",6,1715.09,11.678333333,54000,"Yes",7500,8,2,1
"701",35.06,0.6548463625,0.2174478132,"HIGH",14174,395,"Urban",4,887.4,11.71,47000,"Yes",6000,8,3,4
"702",91.62,0.3083981182,0.6463414634,"HIGH",12760,407,"Suburban",5,339.09,11.092,51000,"Yes",6162,5,5,1
"703",95.49,0.5916889017,0.3026917843,"LOW",12603,540,"Suburban",4,547.43,12.03,44000,"Yes",3500,15,3,1
"704",109.24,0.2833091097,0.6757318298,"LOW",15340,727,"Emerging suburban",5,1327.17,10.87,60000,"Yes",3950,8,2,1
"705",47.13,0.8293322067,0.0654102648,"HIGH",10199,529,"Urban",4,595.06,12.025,41000,"Yes",4825,7,1,4
"706",63.1,0.6817724775,0.1122880861,"LOW",15393,688,"Suburban",5,1210.31,11.942,50000,"Yes",6850,5,1,2
"707",116.38,0.7219083301,0.2272109255,"LOW",13697,493,"Emerging suburban",5,681.45,11.182,41000,"No",4000,4,2,2
"708",68.54,0.6882408095,0.2142996143,"LOW",9665,244,"Suburban",3,726.13,10.75,40000,"Yes",7500,10,4,2
"709",42.53,0.8253666157,0.0896434504,"HIGH",15030,555,"Suburban",6,1328.03,10.958333333,65000,"Yes",4875,8,2,2
"710",45.45,0.3242852626,0.5968941481,"LOW",10975,463,"Urban",3,1377.79,13.47,46000,"No",4984,2,3,3
"711",51.68,0.6580866119,0.2565885128,"LOW",13532,549,"Urban",4,1088.84,11.8675,48000,"Yes",4000,11,2,3
"712",33.22,0.7961489474,0.1187489711,"HIGH",16384,620,"Urban",6,1353.43,12.495,53000,"No",3800,9,2,2
"713",54.3,0.9183931793,0.0304297853,"HIGH",17971,589,"Urban",5,1813.16,11.628,57000,"Yes",4640,10,4,1
"714",27.67,0.8925714541,0.0366703747,"HIGH",14533,564,"Urban",4,378.71,12.5275,48000,"Yes",3114,7,2,2
"715",38.34,0.3830119188,0.5329428615,"HIGH",10287,375,"Urban",4,443.78,11.745,49000,"Yes",4000,5,0,1
"716",38.34,0.3830119188,0.5329428615,"LOW",9135,237,"Urban",3,951.56,11.526666667,45000,"Yes",6690,5,2,2
"717",18.47,0.2623179083,0.6555708458,"LOW",13366,657,"Superurban",4,1473.18,11.88,45000,"No",6400,7,0,1
"718",19.98,0.9001974533,0.0351809173,"HIGH",20008,725,"Superurban",5,1221.44,12.898,54000,"Yes",5050,10,2,2
"719",52.61,0.8475125646,0.0754121446,"HIGH",11886,295,"Emerging suburban",3,656.7,11.85,42000,"Yes",3400,4,3,3
"720",77.89,0.6632841665,0.2406177629,"HIGH",12351,593,"Suburban",4,846.45,12.06,49000,"Yes",3600,6,0,1
"721",60.19,0.4946173648,0.4318444719,"LOW",9380,416,"Urban",3,1058.45,11.5,43000,"Yes",5000,8,5,3
"722",104.72,0.7683274918,0.1593069868,"HIGH",11986,371,"Emerging suburban",3,497.63,10.526666667,43000,"Yes",5000,4,2,1
"723",62.13,0.8374483811,0.0704621833,"LOW",17537,647,"Emerging suburban",5,611.69,12.18,44000,"Yes",3300,5,0,5
"724",66.4,0.6037005611,0.2942439565,"HIGH",9777,381,"Suburban",4,697.75,12.025,43000,"Yes",4000,6,0,1
"725",87.6,0.7304469204,0.1024683202,"LOW",14386,468,"Suburban",4,1147.6,11.45,45000,"Yes",4500,4,1,2
"726",101.41,0.617031761,0.3439501859,"HIGH",12998,488,"Emerging suburban",4,568.28,10.865,42000,"Yes",4000,5,1,6
"727",52.69,0.7521151353,0.1746543246,"LOW",12544,341,"Emerging suburban",4,1028.71,11.935,41000,"Yes",4000,5,5,2
"728",74.89,0.6173985858,0.3025058926,"HIGH",10494,415,"Suburban",4,833.11,10.625,40000,"Yes",6720,3,1,1
"729",53.29,0.8131213131,0.0682312372,"LOW",10689,388,"Urban",4,642.69,11.415,43000,"Yes",3900,6,3,1
"730",80.72,0.7423565677,0.1098861349,"LOW",13139,470,"Emerging suburban",4,981.21,10.5625,55000,"Yes",4200,4,4,2
"731",70.37,0.6089347703,0.2968876674,"HIGH",11576,409,"Urban",4,2698.24,12.16,46000,"Yes",3250,6,0,3
"732",63.51,0.8481271174,0.0967791191,"LOW",14079,423,"Emerging suburban",4,284.45,11.005,43000,"Yes",3000,7,0,0
"733",50.8,0.9206035528,0.0206898058,"HIGH",11231,421,"Suburban",4,622.29,11.41,41000,"Yes",4500,7,0,1
"734",43.44,0.6557528998,0.2622514499,"LOW",17905,645,"Urban",6,741.31,12.341666667,47000,"Yes",4000,6,1,2
"735",15.36,0.3915603063,0.5588066369,"HIGH",10630,412,"Suburban",4,1379.38,11.2975,40000,"Yes",4500,5,3,3
"736",68.1,0.6870163762,0.2041426844,"LOW",10433,394,"Suburban",4,861.06,11.2675,41000,"Yes",4000,7,2,3
"737",67.49,0.792832187,0.1125491661,"HIGH",12565,559,"Emerging suburban",5,906.6,12.276,49000,"Yes",3600,5,1,1
"738",109.1,0.4618317412,0.4749176024,"HIGH",9654,404,"Emerging suburban",4,904.15,12.0125,45000,"Yes",4800,10,3,1
"739",51.21,0.4961568352,0.4006116975,"LOW",13408,452,"Urban",4,1379.14,11.345,45000,"Yes",4800,5,0,2
"740",48.91,0.6199680056,0.2762364955,"HIGH",13534,660,"Urban",5,721.41,11,50000,"No",4486,5,0,0
"741",71.05,0.5850328426,0.3000722334,"LOW",15513,508,"Urban",5,937.83,11.714,45000,"Yes",4500,7,2,2
"742",33.58,0.7720487744,0.0885145809,"HIGH",10172,359,"Suburban",3,840.81,11.576666667,42000,"No",4200,3,0,2
"743",56.41,0.5464359631,0.3280246957,"HIGH",10825,363,"Suburban",4,1123.92,10.6675,42000,"Yes",3200,12,7,3
"744",23.28,0.8098202543,0.0997905402,"LOW",10448,457,"Suburban",4,1180.76,10.9,43000,"Yes",4500,8,3,1
"745",41.8,0.8961561424,0.0380987371,"LOW",10570,495,"Suburban",5,580.53,11.566,44000,"No",6500,4,1,3
"746",54.41,0.5005585161,0.3764398442,"LOW",14759,532,"Suburban",4,452.25,11.99,50000,"Yes",4276,6,0,1
